date,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,h_24,h_25,h_26,h_27,h_28,h_29,h_30,h_31,h_32,h_33,h_34,h_35,h_36,h_37,h_38,h_39,h_40,h_41,h_42,h_43,h_44,h_45,h_46,h_47,h_48,h_49,h_50,h_51,h_52,h_53,h_54,h_55,h_56,h_57,h_58,h_59,h_60,h_61,h_62,h_63,h_64,h_65,h_66,h_67,h_68,h_69,h_70,h_71,h_72,h_73,h_74,h_75,h_76,h_77,h_78,h_79,h_80,h_81,h_82,h_83,h_84,h_85,h_86,h_87,h_88,h_89,h_90,h_91,h_92,h_93,h_94,h_95,h_96,h_97,h_98,h_99,h_100,h_101,h_102,h_103,h_104,h_105,h_106,h_107,h_108,h_109,h_110,h_111,h_112,h_113,h_114,h_115,h_116,h_117,h_118,h_119,h_120,h_121,h_122,h_123,h_124,h_125,h_126,h_127,h_128,h_129,h_130,h_131,h_132,h_133,h_134,h_135,h_136,h_137,h_138,h_139,h_140,h_141,h_142,h_143,h_144,h_145,h_146,h_147,h_148,h_149,h_150,h_151,h_152,h_153,h_154,h_155,h_156,h_157,h_158,h_159,h_160,h_161,h_162,h_163,h_164,h_165,h_166,h_167,m_sin,m_cos,woy_sin,woy_cos,week_start_dow,visitors,visits_roll_mean,visits_roll_std,visits_logdiff,visits_z,OT
2025-03-31,32491.0,24341.0,24341.0,23388.0,36422.0,66655.0,90507.0,130812.0,148843.0,145043.0,151152.0,159705.0,166105.0,167749.0,191173.0,181031.0,163454.0,144039.0,116034.0,94886.0,78975.0,61947.0,48413.0,36148.0,28065.0,21816.0,21816.0,24078.0,37656.0,66469.0,100184.0,143682.0,160010.0,152130.0,158361.0,171476.0,177456.0,182026.0,198102.0,200829.0,182312.0,162470.0,142930.0,119730.0,101280.0,82851.0,58008.0,41724.0,26077.0,23995.0,23995.0,27247.0,35023.0,62168.0,100172.0,140511.0,155630.0,158239.0,156335.0,169303.0,173995.0,183984.0,195574.0,192152.0,177033.0,154649.0,132569.0,108196.0,92018.0,71442.0,56656.0,40947.0,30815.0,25243.0,25243.0,28298.0,40852.0,71330.0,105553.0,144030.0,154566.0,160821.0,159163.0,175091.0,183782.0,190309.0,202834.0,212485.0,198591.0,178193.0,155218.0,128365.0,107177.0,84893.0,66557.0,47378.0,43172.0,32393.0,32393.0,32807.0,45725.0,77259.0,111184.0,158437.0,180712.0,194486.0,209209.0,230495.0,243814.0,248909.0,254760.0,261850.0,248989.0,224709.0,210444.0,183829.0,152524.0,139455.0,104470.0,74904.0,47241.0,37681.0,37681.0,28346.0,34790.0,50718.0,70218.0,89996.0,103982.0,126431.0,145294.0,177367.0,193379.0,199271.0,206235.0,203745.0,184625.0,175581.0,172145.0,149211.0,129331.0,108117.0,91292.0,75689.0,51157.0,39040.0,39040.0,28585.0,31933.0,41547.0,52869.0,67321.0,78731.0,91701.0,106105.0,133258.0,149533.0,159195.0,161551.0,158014.0,142427.0,143286.0,125639.0,107320.0,88131.0,67389.0,51491.0,37270.0,0.8660254037844386,0.5000000000000001,1.0,-1.6081226496766366e-16,-0.5,8396372.0,10122454.75,201499.07703572628,0.04677390709827023,0.9288243537056825,10309612.0
2025-04-07,28533.0,23370.0,23370.0,23881.0,38288.0,69314.0,97266.0,137742.0,155576.0,156663.0,159697.0,168040.0,174485.0,181519.0,201673.0,196653.0,177744.0,157801.0,131371.0,108479.0,92363.0,75236.0,53866.0,39771.0,30357.0,23496.0,23496.0,26925.0,41240.0,71588.0,106734.0,156620.0,171246.0,165736.0,173839.0,185977.0,196816.0,199182.0,212665.0,215234.0,189710.0,169350.0,140750.0,113180.0,94550.0,75075.0,56515.0,43164.0,30374.0,26010.0,26010.0,29715.0,40190.0,73683.0,115091.0,158532.0,177764.0,179885.0,184293.0,194591.0,206638.0,213943.0,229745.0,219234.0,206994.0,180182.0,149406.0,122108.0,102325.0,80065.0,63866.0,42677.0,29405.0,23889.0,23889.0,27851.0,40529.0,72460.0,105518.0,144487.0,153785.0,158330.0,157671.0,174201.0,180053.0,186666.0,198707.0,208732.0,194660.0,172930.0,152097.0,129483.0,109212.0,91971.0,66016.0,46248.0,38663.0,28740.0,28740.0,30856.0,42533.0,72438.0,109549.0,149544.0,168436.0,172214.0,181939.0,203141.0,214002.0,212045.0,227496.0,228517.0,217349.0,198700.0,189719.0,163895.0,133825.0,123999.0,88855.0,64261.0,46156.0,35567.0,35567.0,27801.0,32734.0,47094.0,69040.0,86531.0,100041.0,123838.0,140447.0,170835.0,181163.0,186935.0,196918.0,189706.0,178813.0,170310.0,166685.0,139847.0,122585.0,100909.0,87503.0,74038.0,51062.0,38330.0,38330.0,28983.0,33377.0,41738.0,50583.0,63281.0,76138.0,90575.0,103436.0,130787.0,144624.0,150035.0,153499.0,144525.0,132579.0,133095.0,118195.0,103024.0,81190.0,64402.0,49723.0,36339.0,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,-0.5,8487585.0,10198114.0,260412.40137520246,0.013188510061635128,0.9537449011199454,10446481.0
2025-04-14,29557.0,23742.0,23742.0,25737.0,38797.0,70872.0,100172.0,139579.0,159101.0,158439.0,164237.0,169228.0,175298.0,182366.0,204967.0,200972.0,177617.0,161522.0,138406.0,111441.0,96111.0,80535.0,55297.0,40306.0,30103.0,23218.0,23218.0,26738.0,40123.0,68258.0,102727.0,144105.0,157544.0,156995.0,155630.0,169095.0,177670.0,182068.0,194597.0,192866.0,175045.0,154312.0,128598.0,102285.0,85025.0,70092.0,52446.0,42156.0,30687.0,26160.0,26160.0,31876.0,41797.0,74834.0,114699.0,155177.0,172043.0,180753.0,177297.0,192239.0,197372.0,207282.0,214417.0,212205.0,195954.0,170760.0,147235.0,119699.0,98240.0,78763.0,63863.0,45777.0,30640.0,25629.0,25629.0,29051.0,42042.0,72579.0,106609.0,144400.0,156953.0,162434.0,162279.0,177917.0,184598.0,193876.0,204264.0,209782.0,197321.0,176667.0,153689.0,126658.0,106217.0,86807.0,66407.0,46513.0,35461.0,26320.0,26320.0,27679.0,37498.0,64716.0,96573.0,130294.0,152350.0,160775.0,172089.0,197173.0,210029.0,207179.0,218827.0,221483.0,214037.0,197804.0,181361.0,158628.0,132329.0,116285.0,87512.0,62508.0,45112.0,35089.0,35089.0,26390.0,32305.0,47193.0,66029.0,84398.0,98469.0,124069.0,143404.0,175516.0,190307.0,195640.0,195653.0,189374.0,170859.0,167034.0,160560.0,137196.0,121982.0,101246.0,82837.0,64240.0,46615.0,36770.0,36770.0,26563.0,31487.0,40110.0,50299.0,64408.0,73365.0,88607.0,102935.0,128595.0,137703.0,146164.0,144021.0,136629.0,127417.0,121743.0,110432.0,97319.0,77958.0,63346.0,47790.0,35815.0,1.0,6.123233995736766e-17,0.9709418174260521,-0.2393156642875575,-0.5,8286906.0,10190957.0,260814.50185524492,-0.026897695006560696,-0.08326607548859837,10169240.0
2025-04-21,27965.0,22063.0,22063.0,24579.0,36501.0,66165.0,95196.0,131019.0,149012.0,145715.0,148833.0,159876.0,165225.0,170162.0,191177.0,188240.0,169634.0,148940.0,120961.0,98646.0,83484.0,66408.0,47130.0,35791.0,29178.0,23051.0,23051.0,27800.0,41392.0,72463.0,106367.0,148815.0,163173.0,160594.0,160490.0,173267.0,180074.0,186468.0,197284.0,200224.0,179399.0,158983.0,132657.0,109191.0,89544.0,71412.0,52051.0,40068.0,30612.0,25862.0,25862.0,31448.0,41696.0,73784.0,112601.0,151765.0,167839.0,174715.0,179458.0,193182.0,205638.0,208852.0,217560.0,211987.0,196198.0,167524.0,144379.0,116712.0,98891.0,76795.0,63395.0,44013.0,31742.0,26768.0,26768.0,30223.0,44725.0,76352.0,111457.0,145014.0,155870.0,162912.0,162299.0,177820.0,188267.0,196847.0,204913.0,210016.0,198634.0,183521.0,168361.0,142792.0,118401.0,98578.0,71218.0,49366.0,36607.0,28251.0,28251.0,31918.0,43047.0,71521.0,104089.0,140194.0,158047.0,166021.0,167814.0,190302.0,201664.0,198683.0,213456.0,218137.0,210504.0,189237.0,172559.0,149602.0,124716.0,111544.0,85641.0,63597.0,46995.0,38237.0,38237.0,28486.0,34434.0,51776.0,71824.0,90580.0,107584.0,132700.0,154813.0,184838.0,200793.0,211728.0,213225.0,205595.0,188314.0,178155.0,168722.0,144933.0,125803.0,102078.0,84467.0,64957.0,53301.0,38452.0,38452.0,31160.0,35387.0,45332.0,57483.0,73839.0,87231.0,104449.0,124372.0,156813.0,168483.0,176935.0,181226.0,165552.0,155460.0,149087.0,129000.0,114308.0,92662.0,74106.0,55195.0,40552.0,1.0,6.123233995736766e-17,0.9350162426854148,-0.35460488704253545,-0.5,8349954.0,10291284.25,118275.03643168391,0.0069150004543097054,-0.43525879638798654,10239804.0
2025-04-28,29795.0,24861.0,24861.0,27115.0,41057.0,71854.0,101967.0,141646.0,152140.0,151665.0,154465.0,163418.0,165414.0,172017.0,189465.0,189807.0,163398.0,149780.0,124599.0,98372.0,85653.0,67817.0,48922.0,38839.0,29097.0,21719.0,21719.0,27154.0,39719.0,67822.0,100001.0,137276.0,154499.0,152569.0,155062.0,165301.0,173078.0,180087.0,190084.0,189219.0,169083.0,149345.0,125727.0,100888.0,83499.0,67755.0,51028.0,39506.0,31453.0,27163.0,27163.0,32592.0,42595.0,74678.0,112473.0,153519.0,169861.0,172141.0,175726.0,186211.0,198442.0,200729.0,212069.0,212699.0,208154.0,190137.0,171188.0,147051.0,129177.0,98976.0,84086.0,53931.0,32206.0,26966.0,26966.0,30109.0,44725.0,72429.0,109708.0,142936.0,148059.0,156041.0,157161.0,170611.0,177065.0,189897.0,196708.0,203327.0,192143.0,178611.0,162241.0,136058.0,116003.0,94322.0,68929.0,49130.0,33195.0,25723.0,25723.0,29318.0,42324.0,70039.0,101322.0,137131.0,148767.0,157891.0,163539.0,182698.0,192885.0,193328.0,206319.0,209593.0,199485.0,181405.0,169341.0,141931.0,117952.0,105007.0,81312.0,60355.0,41625.0,34277.0,34277.0,27132.0,32604.0,47735.0,66486.0,82338.0,98896.0,121801.0,136029.0,155748.0,168409.0,173743.0,177765.0,170304.0,159965.0,151770.0,146129.0,127440.0,110697.0,92646.0,77332.0,61102.0,43680.0,33663.0,33663.0,28625.0,33282.0,42871.0,54427.0,68736.0,83136.0,96308.0,109783.0,137116.0,139354.0,148454.0,146071.0,140698.0,133168.0,126075.0,115685.0,99719.0,79142.0,62679.0,48789.0,34982.0,1.0,6.123233995736766e-17,0.8854560256532099,-0.4647231720437685,-0.5,8153009.0,10209199.25,192169.06840830593,-0.02557193916215894,-1.1860766765841726,9981272.0
2025-05-05,28847.0,24086.0,24086.0,28071.0,42480.0,76174.0,106442.0,146838.0,155022.0,156243.0,161822.0,170306.0,175743.0,177760.0,193244.0,189263.0,164248.0,147947.0,124740.0,99463.0,85107.0,67438.0,53162.0,41270.0,29423.0,22604.0,22604.0,28005.0,43480.0,72216.0,102291.0,139100.0,152970.0,154173.0,154204.0,165214.0,172111.0,176506.0,189679.0,185771.0,172325.0,145320.0,121963.0,101978.0,79112.0,64473.0,48876.0,38851.0,28393.0,25576.0,25576.0,31136.0,42866.0,75116.0,111042.0,149275.0,163416.0,168599.0,166706.0,177914.0,186994.0,191280.0,203973.0,198571.0,187358.0,162130.0,144031.0,113890.0,98363.0,76402.0,61447.0,43435.0,31954.0,25456.0,25456.0,30778.0,47154.0,77782.0,115108.0,145963.0,151707.0,159031.0,157854.0,172814.0,178937.0,190716.0,194801.0,201527.0,186815.0,172561.0,149219.0,123477.0,105416.0,82693.0,63637.0,45492.0,36789.0,27708.0,27708.0,31774.0,46136.0,74917.0,106831.0,144149.0,160869.0,171691.0,175672.0,195771.0,210663.0,208812.0,221506.0,225081.0,221206.0,199723.0,188684.0,155555.0,133599.0,119105.0,88211.0,66279.0,45816.0,35691.0,35691.0,30224.0,36188.0,52256.0,71383.0,89249.0,107217.0,136176.0,157097.0,178013.0,193864.0,201243.0,205147.0,198764.0,186643.0,177672.0,170995.0,144144.0,130198.0,106462.0,84176.0,67554.0,51035.0,36979.0,36979.0,30281.0,34868.0,43970.0,57427.0,72728.0,81786.0,103940.0,119873.0,151057.0,159296.0,170023.0,164951.0,157898.0,155179.0,136494.0,123256.0,110428.0,86059.0,69543.0,55699.0,40799.0,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,-0.5,8469681.0,10188807.25,160278.57099307704,0.03771581140030378,1.0987479418418735,10364913.0
2025-05-12,29364.0,24320.0,24320.0,29060.0,44803.0,77327.0,109290.0,146340.0,157656.0,159365.0,161102.0,169003.0,176621.0,183535.0,194947.0,195370.0,168979.0,157511.0,135512.0,107597.0,90539.0,72887.0,54658.0,42344.0,33344.0,24146.0,24146.0,31831.0,47728.0,76195.0,108008.0,147648.0,164672.0,169880.0,167007.0,177892.0,188661.0,191533.0,200619.0,195536.0,181386.0,160202.0,138701.0,112481.0,91982.0,73988.0,53940.0,41685.0,30136.0,26089.0,26089.0,33006.0,46077.0,80164.0,113819.0,153307.0,167696.0,176834.0,177909.0,189733.0,196550.0,201376.0,214679.0,210075.0,196091.0,175873.0,152403.0,120397.0,100573.0,81634.0,65473.0,48300.0,31952.0,25500.0,25500.0,31481.0,47814.0,77628.0,119283.0,151204.0,159373.0,163873.0,166514.0,182246.0,185950.0,193963.0,200957.0,208355.0,188442.0,174556.0,151199.0,125059.0,106168.0,85436.0,63939.0,45508.0,35470.0,27655.0,27655.0,32339.0,46242.0,78445.0,107340.0,142390.0,155281.0,165299.0,167547.0,185911.0,203462.0,200884.0,210270.0,209552.0,203928.0,184333.0,169227.0,145835.0,121562.0,107549.0,83259.0,61784.0,42032.0,33519.0,33519.0,28239.0,33850.0,48996.0,67464.0,86226.0,101024.0,124965.0,140995.0,160431.0,171282.0,174906.0,177591.0,174476.0,164374.0,154414.0,143625.0,127071.0,115622.0,92518.0,75927.0,62618.0,49940.0,37908.0,37908.0,29806.0,35319.0,44903.0,57241.0,72578.0,83023.0,107541.0,123653.0,152273.0,162279.0,172441.0,174811.0,173527.0,166622.0,158684.0,143781.0,125639.0,102852.0,85598.0,62110.0,48955.0,0.8660254037844387,-0.4999999999999998,0.7485107481711013,-0.663122658240795,-0.5,8478477.0,10242917.25,185949.89914736766,0.002001581827730803,0.7677484669505451,10385680.0
2025-05-19,29796.0,25721.0,25721.0,29413.0,45024.0,73863.0,107292.0,140804.0,149541.0,150348.0,149201.0,157400.0,166514.0,172034.0,181322.0,179820.0,151658.0,141745.0,122505.0,95495.0,81648.0,65747.0,50541.0,38546.0,29329.0,22154.0,22154.0,30182.0,44395.0,73523.0,106740.0,144330.0,157563.0,161038.0,159216.0,165420.0,175653.0,181285.0,189308.0,181069.0,171577.0,146822.0,121697.0,98673.0,81877.0,66959.0,48094.0,38568.0,26404.0,23667.0,23667.0,30411.0,43399.0,74268.0,106540.0,141418.0,151128.0,158747.0,156460.0,168942.0,172929.0,178170.0,189785.0,187986.0,178633.0,154685.0,131904.0,105102.0,90662.0,73252.0,59754.0,41265.0,30972.0,25976.0,25976.0,31479.0,48540.0,78466.0,113757.0,150866.0,153039.0,166684.0,163922.0,177578.0,183183.0,194666.0,198093.0,206819.0,191400.0,185115.0,175550.0,150846.0,124231.0,104758.0,70686.0,48687.0,35514.0,27333.0,27333.0,32926.0,49071.0,77636.0,104100.0,141007.0,155597.0,168044.0,171282.0,191852.0,207875.0,205935.0,212240.0,214807.0,211895.0,193990.0,185063.0,158866.0,131947.0,115891.0,86401.0,65127.0,47374.0,37736.0,37736.0,30350.0,36227.0,53112.0,72712.0,92909.0,111625.0,140460.0,157535.0,183315.0,191922.0,202289.0,198480.0,201519.0,195069.0,188496.0,183885.0,161511.0,144124.0,123360.0,98774.0,83992.0,55095.0,39485.0,39485.0,31525.0,36175.0,45713.0,58372.0,75198.0,86801.0,113044.0,128713.0,161977.0,167538.0,174724.0,171921.0,164562.0,165117.0,153712.0,149509.0,137999.0,109819.0,92938.0,70187.0,56808.0,0.8660254037844387,-0.4999999999999998,0.6631226582407952,-0.7485107481711012,-0.5,8513512.0,10283268.25,201879.131647915,0.0014940188636529683,0.5842097151759672,10401208.0
2025-05-26,33857.0,26491.0,26491.0,27793.0,39342.0,64239.0,91099.0,117823.0,125219.0,129273.0,131255.0,139913.0,155317.0,161866.0,165653.0,166537.0,144314.0,134833.0,123989.0,100688.0,84990.0,66547.0,48307.0,37233.0,31341.0,25130.0,25130.0,34250.0,49247.0,77377.0,110906.0,145238.0,158049.0,163789.0,162495.0,170971.0,180727.0,189561.0,191859.0,184630.0,177565.0,154520.0,131115.0,108926.0,91776.0,74696.0,54063.0,41451.0,27680.0,25409.0,25409.0,33238.0,46443.0,80961.0,112173.0,144331.0,158507.0,166174.0,165209.0,181293.0,185760.0,194095.0,195488.0,198907.0,184574.0,161100.0,138803.0,110134.0,94573.0,77103.0,61322.0,43417.0,30969.0,24524.0,24524.0,32031.0,48737.0,80380.0,113507.0,147344.0,154537.0,163153.0,161629.0,173375.0,180688.0,190195.0,195606.0,203317.0,184671.0,169814.0,149592.0,124367.0,105072.0,84103.0,64718.0,45836.0,37953.0,28528.0,28528.0,32768.0,51343.0,80009.0,109984.0,143901.0,158213.0,168773.0,171681.0,189369.0,201507.0,199913.0,205853.0,211069.0,201497.0,185513.0,167255.0,142608.0,119106.0,104803.0,81795.0,63509.0,47756.0,38355.0,38355.0,33851.0,40381.0,58958.0,79612.0,102577.0,117180.0,143993.0,161485.0,184154.0,194503.0,205669.0,205853.0,200343.0,189996.0,181635.0,175857.0,149610.0,133483.0,112757.0,91085.0,78385.0,54932.0,39889.0,39889.0,33140.0,38122.0,50050.0,66017.0,82405.0,91567.0,119925.0,128292.0,155679.0,160776.0,168968.0,165739.0,158205.0,152634.0,139547.0,125557.0,115599.0,94971.0,76798.0,61225.0,49304.0,0.8660254037844387,-0.4999999999999998,0.5680647467311558,-0.8229838658936564,-0.5,8389842.0,10356130.5,57559.91357706836,-0.012430016751316941,-1.4490900839925864,10272721.0
2025-06-02,35524.0,28111.0,28111.0,32836.0,48668.0,80530.0,111634.0,146255.0,155348.0,158723.0,156492.0,167075.0,178201.0,183394.0,184887.0,185681.0,156213.0,144611.0,127283.0,101388.0,88643.0,70487.0,53620.0,40958.0,30244.0,22387.0,22387.0,33086.0,48583.0,78686.0,111968.0,148951.0,165381.0,171815.0,167976.0,172339.0,184499.0,189989.0,191969.0,183615.0,178955.0,156097.0,134977.0,112091.0,90979.0,75077.0,54309.0,40083.0,28008.0,23522.0,23522.0,32599.0,47773.0,81441.0,112741.0,148407.0,160409.0,168864.0,166121.0,174512.0,183014.0,188546.0,193839.0,195155.0,182395.0,160965.0,134826.0,110032.0,91601.0,75653.0,61232.0,40889.0,31164.0,25648.0,25648.0,35251.0,51671.0,83276.0,118146.0,149273.0,158089.0,167721.0,164908.0,174322.0,185057.0,197715.0,197565.0,202614.0,185689.0,173627.0,148705.0,125303.0,105429.0,83340.0,63596.0,46724.0,37156.0,27199.0,27199.0,34949.0,50963.0,83281.0,111879.0,142644.0,156949.0,167283.0,173563.0,192133.0,207105.0,205321.0,205273.0,209661.0,203255.0,191899.0,176764.0,154983.0,132546.0,115887.0,87484.0,63936.0,45977.0,36328.0,36328.0,33800.0,39881.0,57184.0,76375.0,96848.0,109821.0,137235.0,154406.0,175761.0,184554.0,192969.0,190680.0,190108.0,178224.0,168383.0,162366.0,140106.0,128190.0,104769.0,85378.0,71859.0,48286.0,35371.0,35371.0,28511.0,33062.0,44173.0,58133.0,74356.0,81274.0,105087.0,123128.0,151697.0,162798.0,169865.0,168012.0,154032.0,153373.0,136114.0,123680.0,111641.0,90783.0,74562.0,56495.0,45131.0,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,-0.5,8489906.0,10364155.5,61308.16952902426,0.01202661689769613,0.535939993844454,10397013.0
2025-06-09,33647.0,26548.0,26548.0,32478.0,46993.0,78153.0,108744.0,139704.0,149524.0,152859.0,155970.0,162939.0,174804.0,180721.0,181817.0,177666.0,151640.0,143138.0,123138.0,100624.0,87502.0,68685.0,50090.0,37677.0,30448.0,25077.0,25077.0,34281.0,49148.0,81824.0,114819.0,149907.0,165410.0,176507.0,173326.0,177886.0,192283.0,196285.0,203638.0,195571.0,188673.0,173878.0,150292.0,130545.0,104880.0,89480.0,65924.0,53253.0,30531.0,23731.0,23731.0,32142.0,46904.0,81952.0,111566.0,145667.0,157783.0,167818.0,166156.0,177464.0,183321.0,188777.0,195250.0,198781.0,180449.0,162102.0,138831.0,113078.0,92333.0,75616.0,60260.0,42850.0,29255.0,25411.0,25411.0,34417.0,50965.0,81362.0,114008.0,143605.0,149005.0,160139.0,158069.0,164979.0,178326.0,188173.0,187539.0,191562.0,175289.0,163192.0,144293.0,123021.0,103654.0,80883.0,61418.0,45282.0,36098.0,26573.0,26573.0,33204.0,49632.0,79518.0,109565.0,138984.0,154920.0,162516.0,171167.0,187618.0,205494.0,205315.0,207652.0,211478.0,205569.0,194755.0,183391.0,164916.0,136470.0,121670.0,88407.0,63588.0,44563.0,36808.0,36808.0,30312.0,38826.0,54846.0,73415.0,93243.0,105174.0,134225.0,149843.0,173721.0,181990.0,192218.0,186509.0,185466.0,172474.0,160234.0,158802.0,133307.0,123708.0,99790.0,81929.0,66092.0,45863.0,34183.0,34183.0,26703.0,31397.0,43972.0,58459.0,75463.0,84145.0,109554.0,125755.0,156515.0,165455.0,171671.0,167268.0,157397.0,152283.0,133876.0,121760.0,110398.0,89248.0,74072.0,53657.0,44491.0,0.49999999999999994,-0.8660254037844387,0.35460488704253584,-0.9350162426854147,-0.5,8455060.0,10348686.5,61870.44141052253,-0.0070662558871106285,-0.40217104376061785,10323804.0
2025-06-16,33953.0,27901.0,27901.0,33606.0,47804.0,77579.0,109316.0,142189.0,151303.0,154370.0,156021.0,162224.0,175247.0,182211.0,181702.0,181465.0,154776.0,140761.0,125757.0,103537.0,85639.0,68798.0,51345.0,38889.0,28869.0,23216.0,23216.0,31852.0,47750.0,79530.0,110024.0,146095.0,160440.0,169718.0,168843.0,174132.0,184558.0,188638.0,193641.0,188819.0,177557.0,163216.0,132873.0,111311.0,88985.0,75495.0,54971.0,44271.0,31014.0,22883.0,22883.0,32448.0,48595.0,84305.0,113730.0,150756.0,158000.0,171315.0,172288.0,182655.0,187974.0,195415.0,200141.0,201060.0,186008.0,167555.0,140372.0,116833.0,95500.0,75844.0,61823.0,44515.0,30105.0,25293.0,25293.0,31803.0,48028.0,73138.0,108220.0,139390.0,151771.0,160594.0,159189.0,173504.0,187656.0,198427.0,202196.0,206056.0,190697.0,177722.0,168450.0,141075.0,123175.0,95705.0,65788.0,47038.0,36477.0,26910.0,26910.0,34682.0,50825.0,82784.0,111190.0,143348.0,158540.0,173263.0,173469.0,193403.0,208105.0,208594.0,203805.0,209947.0,195465.0,185327.0,164543.0,142643.0,122187.0,108566.0,85071.0,62922.0,45564.0,37378.0,37378.0,31373.0,39540.0,59138.0,74810.0,98036.0,109681.0,137801.0,150123.0,170223.0,177930.0,184215.0,180104.0,180983.0,171521.0,158371.0,155235.0,134440.0,120330.0,98825.0,85436.0,67349.0,49223.0,34275.0,34275.0,28148.0,33532.0,45768.0,59467.0,77392.0,84032.0,107516.0,114900.0,139850.0,152435.0,152586.0,154301.0,149904.0,144968.0,136883.0,122606.0,112794.0,95691.0,74700.0,55079.0,44041.0,0.49999999999999994,-0.8660254037844387,0.23931566428755768,-0.970941817426052,-0.5,8525796.0,10349470.0,62770.54986217317,0.007770921482077142,0.8741679039053154,10404342.0
2025-06-23,36796.0,28870.0,28870.0,34112.0,48340.0,79216.0,109934.0,141397.0,153631.0,156501.0,155618.0,165208.0,177166.0,181261.0,184629.0,184067.0,162362.0,148986.0,131620.0,111118.0,94152.0,78483.0,60273.0,44083.0,30244.0,26525.0,26525.0,33765.0,49128.0,85231.0,116477.0,152443.0,166405.0,175613.0,172903.0,183011.0,189691.0,199121.0,204783.0,197397.0,187937.0,172314.0,150276.0,127058.0,97725.0,83100.0,61288.0,45371.0,30984.0,24873.0,24873.0,33211.0,48027.0,85928.0,118468.0,154277.0,163238.0,174578.0,178879.0,188447.0,199435.0,207890.0,212454.0,212269.0,194269.0,176619.0,146418.0,120601.0,98639.0,79994.0,63648.0,43800.0,31012.0,25633.0,25633.0,35024.0,52464.0,82294.0,117906.0,152292.0,163951.0,176543.0,173962.0,190684.0,208513.0,215003.0,211268.0,211802.0,189948.0,178473.0,161959.0,135974.0,118055.0,91085.0,66341.0,47025.0,37426.0,26432.0,26432.0,35265.0,51896.0,83832.0,114214.0,146647.0,162789.0,173190.0,177785.0,193155.0,211174.0,214268.0,211286.0,223519.0,213606.0,200359.0,186386.0,163236.0,138239.0,123480.0,93755.0,68119.0,45563.0,36407.0,36407.0,32449.0,42009.0,61009.0,78428.0,102767.0,116030.0,145443.0,163286.0,183896.0,194953.0,201372.0,199790.0,199692.0,183200.0,168232.0,164255.0,142671.0,128369.0,106800.0,87838.0,68309.0,51517.0,36844.0,36844.0,30282.0,36245.0,48413.0,63649.0,81364.0,88664.0,114346.0,127395.0,157597.0,168591.0,173259.0,169084.0,163959.0,156700.0,142093.0,129296.0,117150.0,100925.0,80942.0,60677.0,47409.0,0.49999999999999994,-0.8660254037844387,0.12053668025532308,-0.992708874098054,-0.5,8907268.0,10493260.25,239194.4777461419,0.04174663060948092,1.4825666267110127,10847882.0
